index,image_dir,conv_a,conv_b,conv_c,conv_d,conv_e,conv_f,conv_g,conv_h,is_fridge_corner
850,./corner_detector_dataset/images/josea_1664327154_8552792.jpg,-9120.0,-9640.0,-9712.0,-10236.0,594.0,-594.0,522.0,-522.0,0.0
756,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_9388068.jpg,-5486.0,-3066.0,-5388.0,-3788.0,312.0,-312.0,-2010.0,2010.0,1.0
758,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_9417984.jpg,-4262.0,-2716.0,-3952.0,-2134.0,-446.0,446.0,-1682.0,1682.0,1.0
365,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_5281703.jpg,-2567.0,-2015.0,-2503.0,-789.0,-645.0,645.0,-1133.0,1133.0,1.0
856,./corner_detector_dataset/images/josea_1664325761_2822359.jpg,-1245.0,-1219.0,-1297.0,-1273.0,53.0,-53.0,-25.0,25.0,0.0
1465,./corner_detector_dataset/images/javier_1664326485_960659.jpg,-5125.0,-5501.0,-5525.0,-5879.0,389.0,-389.0,365.0,-365.0,0.0
1829,./corner_detector_dataset/images/alex_1664325529_785497.jpg,-3428.0,-7404.0,-4078.0,-7462.0,354.0,-354.0,3680.0,-3680.0,0.0
2116,./corner_detector_dataset/images/josea_1664325310_461536.jpg,-2743.0,-2363.0,-2961.0,-2791.0,323.0,-323.0,-275.0,275.0,0.0
565,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7449188.jpg,-3953.0,-243.0,-4015.0,-2147.0,983.0,-983.0,-2789.0,2789.0,1.0
1375,./corner_detector_dataset/images/alex_1664325734_4694877.jpg,-4970.0,-5500.0,-2250.0,-5188.0,-1516.0,1516.0,1734.0,-1734.0,0.0
1514,./corner_detector_dataset/images/josea_1664325051_146355.jpg,-10102.0,-10722.0,-9442.0,-10054.0,-664.0,664.0,616.0,-616.0,0.0
249,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_3955255.jpg,-3747.0,-4839.0,-4965.0,-5619.0,999.0,-999.0,873.0,-873.0,1.0
476,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_637238.jpg,-1361.0,-3149.0,-1263.0,-3177.0,-35.0,35.0,1851.0,-1851.0,1.0
1658,./corner_detector_dataset/images/josea_1664327274_5370507.jpg,-4180.0,-3270.0,-3826.0,-3156.0,-234.0,234.0,-790.0,790.0,0.0
1474,./corner_detector_dataset/images/josea_1664326544_22175.jpg,-3364.0,-3758.0,-3538.0,-3912.0,164.0,-164.0,384.0,-384.0,0.0
1430,./corner_detector_dataset/images/javier_1664326694_8396883.jpg,-6666.0,-9364.0,-5300.0,-6914.0,-1908.0,1908.0,2156.0,-2156.0,0.0
2070,./corner_detector_dataset/images/javier_1664326474_6569338.jpg,-2638.0,-2720.0,-2626.0,-2884.0,76.0,-76.0,170.0,-170.0,0.0
1188,./corner_detector_dataset/images/javier_1664326631_069296.jpg,-3381.0,-2863.0,-3819.0,-3323.0,449.0,-449.0,-507.0,507.0,0.0
781,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9637396.jpg,-1833.0,-2653.0,-1083.0,-2693.0,-355.0,355.0,1215.0,-1215.0,1.0
454,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_6122732.jpg,-5559.0,-7043.0,-7391.0,-8305.0,1547.0,-1547.0,1199.0,-1199.0,1.0
1970,./corner_detector_dataset/images/javier_1664326744_7638226.jpg,-7182.0,-7752.0,-7566.0,-8112.0,372.0,-372.0,558.0,-558.0,0.0
1200,./corner_detector_dataset/images/josea_1664326478_357281.jpg,-2702.0,-2160.0,-2806.0,-2268.0,106.0,-106.0,-540.0,540.0,0.0
1107,./corner_detector_dataset/images/javier_1664326724_387834.jpg,-5655.0,-5693.0,-5713.0,-5697.0,31.0,-31.0,11.0,-11.0,0.0
230,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_3606482.jpg,-2754.0,-3974.0,-4032.0,-4672.0,988.0,-988.0,930.0,-930.0,1.0
1319,./corner_detector_dataset/images/alex_1664325578_6445792.jpg,-1439.0,-1391.0,-1337.0,-1123.0,-185.0,185.0,-131.0,131.0,0.0
652,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_833679.jpg,-7615.0,-5953.0,-7287.0,-5335.0,-473.0,473.0,-1807.0,1807.0,1.0
70,./corner_detector_dataset/images/javier_1664326590_7631302.jpg,-5156.0,-10156.0,-4490.0,-9758.0,-532.0,532.0,5134.0,-5134.0,1.0
1667,./corner_detector_dataset/images/alex_1664325533_351285.jpg,-10078.0,-10746.0,-9874.0,-10486.0,-232.0,232.0,640.0,-640.0,0.0
610,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7917926.jpg,-8686.0,-6290.0,-8668.0,-6928.0,310.0,-310.0,-2068.0,2068.0,1.0
1174,./corner_detector_dataset/images/javier_1664326667_392666.jpg,-2214.0,-2676.0,-2638.0,-3524.0,636.0,-636.0,674.0,-674.0,0.0
1088,./corner_detector_dataset/images/alex_1664325482_8838835.jpg,-1557.0,-487.0,-1373.0,-953.0,141.0,-141.0,-745.0,745.0,0.0
2033,./corner_detector_dataset/images/josea_1664326622_8757393.jpg,-9425.0,-9863.0,-9927.0,-10355.0,497.0,-497.0,433.0,-433.0,0.0
2091,./corner_detector_dataset/images/josea_1664325762_757735.jpg,-2098.0,-1878.0,-2146.0,-2330.0,250.0,-250.0,-18.0,18.0,0.0
410,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_5713816.jpg,-2644.0,-1814.0,-3082.0,-1824.0,224.0,-224.0,-1044.0,1044.0,1.0
2010,./corner_detector_dataset/images/alex_1664325637_2662518.jpg,-6587.0,-7243.0,-6837.0,-7499.0,253.0,-253.0,659.0,-659.0,0.0
1151,./corner_detector_dataset/images/alex_1664325519_4107187.jpg,-6207.0,-6555.0,-7311.0,-7745.0,1147.0,-1147.0,391.0,-391.0,0.0
338,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_502289.jpg,-2050.0,-3872.0,-2274.0,-4596.0,474.0,-474.0,2072.0,-2072.0,1.0
1025,./corner_detector_dataset/images/josea_1664326144_2351627.jpg,-2018.0,-2282.0,-2108.0,-2352.0,80.0,-80.0,254.0,-254.0,0.0
43,./corner_detector_dataset/images/alex_1664325696_8561177.jpg,-6510.0,-6456.0,-7616.0,-6570.0,610.0,-610.0,-550.0,550.0,1.0
539,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_7020307.jpg,-2341.0,-4611.0,-2029.0,-4433.0,-245.0,245.0,2337.0,-2337.0,1.0
601,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7838151.jpg,-2751.0,-2921.0,-487.0,-2855.0,-1165.0,1165.0,1269.0,-1269.0,1.0
1332,./corner_detector_dataset/images/alex_1664325692_768067.jpg,-6387.0,-7283.0,-6155.0,-7221.0,-147.0,147.0,981.0,-981.0,0.0
1609,./corner_detector_dataset/images/josea_1664324931_0576057.jpg,-4182.0,-4132.0,-4400.0,-4378.0,232.0,-232.0,-36.0,36.0,0.0
965,./corner_detector_dataset/images/javier_1664326630_4022195.jpg,-4237.0,-5549.0,-9301.0,-5255.0,2385.0,-2385.0,-1367.0,1367.0,0.0
1954,./corner_detector_dataset/images/alex_1664325667_5112503.jpg,-4349.0,-1221.0,-6369.0,-5915.0,3357.0,-3357.0,-1791.0,1791.0,0.0
1434,./corner_detector_dataset/images/josea_1664327291_839955.jpg,-1036.0,-2002.0,-974.0,-1704.0,-180.0,180.0,848.0,-848.0,0.0
171,./corner_detector_dataset/images/josea_1664326216_9135463.jpg,-5908.0,-7224.0,-1830.0,-7206.0,-2048.0,2048.0,3346.0,-3346.0,1.0
417,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5773664.jpg,-3080.0,-4736.0,-4604.0,-5540.0,1164.0,-1164.0,1296.0,-1296.0,1.0
837,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464873_0195904.jpg,-2380.0,-4724.0,-2362.0,-4654.0,-44.0,44.0,2318.0,-2318.0,1.0
2053,./corner_detector_dataset/images/javier_1664326673_4230113.jpg,-4152.0,-4446.0,-4488.0,-4734.0,312.0,-312.0,270.0,-270.0,0.0
1877,./corner_detector_dataset/images/javier_1664326464_1170795.jpg,-7968.0,-8498.0,-8460.0,-8942.0,468.0,-468.0,506.0,-506.0,0.0
1627,./corner_detector_dataset/images/javier_1664326715_1880538.jpg,-7132.0,-6118.0,-7856.0,-6410.0,508.0,-508.0,-1230.0,1230.0,0.0
806,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_9916656.jpg,-2733.0,-2143.0,-2663.0,-839.0,-687.0,687.0,-1207.0,1207.0,1.0
882,./corner_detector_dataset/images/javier_1664326621_7799287.jpg,-2516.0,-3610.0,-4826.0,-5412.0,2056.0,-2056.0,840.0,-840.0,0.0
1484,./corner_detector_dataset/images/josea_1664325673_2164497.jpg,-1978.0,-2022.0,-1170.0,-1438.0,-696.0,696.0,156.0,-156.0,0.0
2037,./corner_detector_dataset/images/josea_1664326185_9639902.jpg,-5076.0,-7024.0,-8442.0,-5694.0,1018.0,-1018.0,-400.0,400.0,0.0
637,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_8187206.jpg,-2440.0,-2552.0,-392.0,-2508.0,-1046.0,1046.0,1114.0,-1114.0,1.0
423,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_583351.jpg,-3750.0,-7410.0,-3266.0,-7118.0,-388.0,388.0,3756.0,-3756.0,1.0
727,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9074833.jpg,-4761.0,-5821.0,-1457.0,-5803.0,-1661.0,1661.0,2703.0,-2703.0,1.0
967,./corner_detector_dataset/images/alex_1664325547_934827.jpg,-2510.0,-2252.0,-2668.0,-2826.0,366.0,-366.0,-50.0,50.0,0.0
1339,./corner_detector_dataset/images/josea_1664325377_6292024.jpg,-7920.0,-8662.0,-8774.0,-9420.0,806.0,-806.0,694.0,-694.0,0.0
376,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_5371468.jpg,-5791.0,-5531.0,-6435.0,-5645.0,379.0,-379.0,-525.0,525.0,1.0
524,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6860762.jpg,-3104.0,-1966.0,-2988.0,-2878.0,398.0,-398.0,-624.0,624.0,1.0
2038,./corner_detector_dataset/images/javier_1664326700_7714393.jpg,-8433.0,-9301.0,-5113.0,-6039.0,-3291.0,3291.0,897.0,-897.0,0.0
438,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_5983112.jpg,-4836.0,-3018.0,-4692.0,-4518.0,678.0,-678.0,-996.0,996.0,1.0
1880,./corner_detector_dataset/images/javier_1664326579_5729623.jpg,-2445.0,-2697.0,-2501.0,-2735.0,47.0,-47.0,243.0,-243.0,0.0
150,./corner_detector_dataset/images/josea_1664325671_5282478.jpg,-6424.0,-3846.0,-6188.0,-5874.0,896.0,-896.0,-1446.0,1446.0,1.0
2119,./corner_detector_dataset/images/javier_1664326689_3861094.jpg,-7670.0,-9268.0,-9074.0,-8904.0,520.0,-520.0,714.0,-714.0,0.0
1580,./corner_detector_dataset/images/josea_1664325097_1536212.jpg,-1990.0,-3730.0,-1960.0,-2864.0,-448.0,448.0,1322.0,-1322.0,0.0
1774,./corner_detector_dataset/images/alex_1664325671_8882704.jpg,-1831.0,-1999.0,-3119.0,-2813.0,1051.0,-1051.0,-69.0,69.0,0.0
1977,./corner_detector_dataset/images/alex_1664325557_0483181.jpg,-7964.0,-8548.0,-8514.0,-9010.0,506.0,-506.0,540.0,-540.0,0.0
981,./corner_detector_dataset/images/josea_1664325313_0238945.jpg,-3805.0,-4751.0,-4499.0,-5047.0,495.0,-495.0,747.0,-747.0,0.0
954,./corner_detector_dataset/images/javier_1664326456_3696449.jpg,-7403.0,-7601.0,-3839.0,-4335.0,-3415.0,3415.0,347.0,-347.0,0.0
1964,./corner_detector_dataset/images/javier_1664326527_935003.jpg,-4971.0,-5001.0,-2917.0,-4269.0,-1393.0,1393.0,691.0,-691.0,0.0
1748,./corner_detector_dataset/images/josea_1664326341_158821.jpg,-1100.0,-1086.0,-1332.0,-1110.0,128.0,-128.0,-118.0,118.0,0.0
1433,./corner_detector_dataset/images/josea_1664326488_2574728.jpg,-5784.0,-4324.0,-5972.0,-3940.0,-98.0,98.0,-1746.0,1746.0,0.0
143,./corner_detector_dataset/images/josea_1664325582_0369895.jpg,-5163.0,-10149.0,-4489.0,-9765.0,-529.0,529.0,5131.0,-5131.0,1.0
717,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8995035.jpg,-5883.0,-4271.0,-5879.0,-4709.0,217.0,-217.0,-1391.0,1391.0,1.0
526,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_6860762.jpg,-5628.0,-3570.0,-5440.0,-5238.0,740.0,-740.0,-1130.0,1130.0,1.0
2027,./corner_detector_dataset/images/alex_1664325704_9387634.jpg,-3040.0,-3242.0,-1388.0,-2690.0,-1102.0,1102.0,752.0,-752.0,0.0
583,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_7628694.jpg,-7704.0,-6028.0,-7362.0,-5402.0,-484.0,484.0,-1818.0,1818.0,1.0
975,./corner_detector_dataset/images/josea_1664325476_6300895.jpg,-1846.0,-1968.0,-3152.0,-2846.0,1092.0,-1092.0,-92.0,92.0,0.0
566,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_7489395.jpg,-1401.0,-1485.0,-219.0,-1445.0,-611.0,611.0,655.0,-655.0,1.0
1232,./corner_detector_dataset/images/josea_1664325362_8861434.jpg,-2636.0,-2960.0,-2760.0,-3012.0,88.0,-88.0,288.0,-288.0,0.0
440,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6013367.jpg,-2532.0,-5002.0,-2196.0,-4810.0,-264.0,264.0,2542.0,-2542.0,1.0
1155,./corner_detector_dataset/images/alex_1664325542_2221773.jpg,-6859.0,-9429.0,-4759.0,-6851.0,-2339.0,2339.0,2331.0,-2331.0,0.0
1404,./corner_detector_dataset/images/alex_1664325590_0976653.jpg,-5108.0,-3832.0,-3894.0,-2618.0,-1214.0,1214.0,-1276.0,1276.0,0.0
174,./corner_detector_dataset/images/josea_1664326254_62641.jpg,-6167.0,-3085.0,-5975.0,-5575.0,1149.0,-1149.0,-1741.0,1741.0,1.0
1557,./corner_detector_dataset/images/javier_1664326712_637327.jpg,-9432.0,-10516.0,-10152.0,-11152.0,678.0,-678.0,1042.0,-1042.0,0.0
1727,./corner_detector_dataset/images/javier_1664326641_433119.jpg,-3067.0,-3155.0,-3651.0,-3617.0,523.0,-523.0,27.0,-27.0,0.0
1294,./corner_detector_dataset/images/alex_1664325496_3130386.jpg,-6316.0,-5190.0,-5768.0,-4430.0,-654.0,654.0,-1232.0,1232.0,0.0
1431,./corner_detector_dataset/images/javier_1664326465_3633976.jpg,-7628.0,-7936.0,-7816.0,-8204.0,228.0,-228.0,348.0,-348.0,0.0
1841,./corner_detector_dataset/images/josea_1664326159_4544265.jpg,-1338.0,-1272.0,-1354.0,-1244.0,-6.0,6.0,-88.0,88.0,0.0
123,./corner_detector_dataset/images/josea_1664325253_90063.jpg,-8558.0,-6700.0,-8176.0,-6002.0,-540.0,540.0,-2016.0,2016.0,1.0
138,./corner_detector_dataset/images/josea_1664325510_1830685.jpg,-6455.0,-4035.0,-6263.0,-6029.0,901.0,-901.0,-1327.0,1327.0,1.0
879,./corner_detector_dataset/images/josea_1664325293_6559641.jpg,-994.0,-1718.0,-1040.0,-1240.0,-216.0,216.0,462.0,-462.0,0.0
1075,./corner_detector_dataset/images/javier_1664326739_7932608.jpg,-7637.0,-8167.0,-8119.0,-8603.0,459.0,-459.0,507.0,-507.0,0.0
732,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_913874.jpg,-3664.0,-5342.0,-5390.0,-6272.0,1328.0,-1328.0,1280.0,-1280.0,1.0
624,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_806752.jpg,-2938.0,-4510.0,-4374.0,-5278.0,1102.0,-1102.0,1238.0,-1238.0,1.0
2072,./corner_detector_dataset/images/josea_1664327272_6832392.jpg,-8488.0,-8436.0,-9718.0,-10042.0,1418.0,-1418.0,136.0,-136.0,0.0
1299,./corner_detector_dataset/images/josea_1664325050_5267766.jpg,-9818.0,-10686.0,-9098.0,-10030.0,-688.0,688.0,900.0,-900.0,0.0
784,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9667308.jpg,-4120.0,-2582.0,-3466.0,-832.0,-1202.0,1202.0,-2086.0,2086.0,1.0
2104,./corner_detector_dataset/images/josea_1664327163_369918.jpg,-4272.0,-4840.0,-4504.0,-5092.0,242.0,-242.0,578.0,-578.0,0.0
1366,./corner_detector_dataset/images/josea_1664325168_5406458.jpg,-6037.0,-6407.0,-8519.0,-8839.0,2457.0,-2457.0,345.0,-345.0,0.0
1280,./corner_detector_dataset/images/josea_1664325477_0955257.jpg,-3948.0,-10224.0,-3830.0,-10570.0,114.0,-114.0,6508.0,-6508.0,0.0
182,./corner_detector_dataset/images/josea_1664326463_6107059.jpg,-8414.0,-5380.0,-7814.0,-4236.0,-872.0,872.0,-3306.0,3306.0,1.0
617,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_8017669.jpg,-3106.0,-3814.0,-944.0,-3788.0,-1094.0,1094.0,1776.0,-1776.0,1.0
1324,./corner_detector_dataset/images/josea_1664325469_3844202.jpg,-1866.0,-2192.0,-2284.0,-2094.0,160.0,-160.0,68.0,-68.0,0.0
690,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_87158.jpg,-3879.0,-4749.0,-1181.0,-4733.0,-1357.0,1357.0,2211.0,-2211.0,1.0
1911,./corner_detector_dataset/images/javier_1664326512_9588802.jpg,-3938.0,-3946.0,-4490.0,-4322.0,464.0,-464.0,-80.0,80.0,0.0
240,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_3765764.jpg,-2495.0,-2005.0,-2553.0,-1689.0,-129.0,129.0,-677.0,677.0,1.0
1254,./corner_detector_dataset/images/alex_1664325639_9950035.jpg,-9409.0,-10047.0,-10823.0,-11251.0,1309.0,-1309.0,533.0,-533.0,0.0
1689,./corner_detector_dataset/images/josea_1664325514_7399528.jpg,-3688.0,-3994.0,-3752.0,-4062.0,66.0,-66.0,308.0,-308.0,0.0
1350,./corner_detector_dataset/images/josea_1664327117_5430913.jpg,-7402.0,-8268.0,-7602.0,-8388.0,160.0,-160.0,826.0,-826.0,0.0
1955,./corner_detector_dataset/images/alex_1664325544_1941748.jpg,-5323.0,-7665.0,-2661.0,-4765.0,-2781.0,2781.0,2223.0,-2223.0,0.0
458,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_6182563.jpg,-1248.0,-3590.0,-1690.0,-3616.0,234.0,-234.0,2134.0,-2134.0,1.0
681,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8626037.jpg,-5917.0,-4281.0,-5911.0,-4729.0,221.0,-221.0,-1409.0,1409.0,1.0
1830,./corner_detector_dataset/images/javier_1664326578_7541468.jpg,-3698.0,-3996.0,-3776.0,-4090.0,86.0,-86.0,306.0,-306.0,0.0
1686,./corner_detector_dataset/images/javier_1664326601_8341632.jpg,-1526.0,-2178.0,-1716.0,-2268.0,140.0,-140.0,602.0,-602.0,0.0
1692,./corner_detector_dataset/images/josea_1664325095_9236767.jpg,-6042.0,-2174.0,-5228.0,-4384.0,698.0,-698.0,-2356.0,2356.0,0.0
465,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6252728.jpg,-2058.0,-4812.0,-1756.0,-5870.0,378.0,-378.0,3434.0,-3434.0,1.0
1187,./corner_detector_dataset/images/josea_1664325209_664543.jpg,-8713.0,-8293.0,-9253.0,-8951.0,599.0,-599.0,-361.0,361.0,0.0
1191,./corner_detector_dataset/images/javier_1664326743_9158185.jpg,-7593.0,-8113.0,-8041.0,-8515.0,425.0,-425.0,497.0,-497.0,0.0
145,./corner_detector_dataset/images/josea_1664325593_2215152.jpg,-4253.0,-8839.0,-3979.0,-8451.0,-331.0,331.0,4529.0,-4529.0,1.0
206,./corner_detector_dataset/images/josea_1664327214_9888973.jpg,-3769.0,-7455.0,-3481.0,-7533.0,-105.0,105.0,3869.0,-3869.0,1.0
1524,./corner_detector_dataset/images/josea_1664325662_5704236.jpg,-3543.0,-4793.0,-2651.0,-3403.0,-1141.0,1141.0,1001.0,-1001.0,0.0
1212,./corner_detector_dataset/images/alex_1664325667_5419161.jpg,-2798.0,-2384.0,-3752.0,-3958.0,1264.0,-1264.0,-104.0,104.0,0.0
1999,./corner_detector_dataset/images/javier_1664326495_1980205.jpg,-5086.0,-4584.0,-4834.0,-4300.0,-268.0,268.0,-518.0,518.0,0.0
324,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_4882774.jpg,-3818.0,-2436.0,-3958.0,-2380.0,42.0,-42.0,-1480.0,1480.0,1.0
657,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8386679.jpg,-4517.0,-4213.0,-4243.0,-2209.0,-1139.0,1139.0,-1169.0,1169.0,1.0
1881,./corner_detector_dataset/images/alex_1664325690_9812405.jpg,-4301.0,-3247.0,-4027.0,-3327.0,-97.0,97.0,-877.0,877.0,0.0
1762,./corner_detector_dataset/images/javier_1664326477_1729279.jpg,-3300.0,-3728.0,-2822.0,-3086.0,-560.0,560.0,346.0,-346.0,0.0
2060,./corner_detector_dataset/images/alex_1664325637_7528586.jpg,-3573.0,-2979.0,-3517.0,-2973.0,-31.0,31.0,-569.0,569.0,0.0
1991,./corner_detector_dataset/images/alex_1664325669_880331.jpg,-2786.0,-9564.0,-4788.0,-9650.0,1044.0,-1044.0,5820.0,-5820.0,0.0
714,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_895513.jpg,-3219.0,-6363.0,-2807.0,-6113.0,-331.0,331.0,3225.0,-3225.0,1.0
1834,./corner_detector_dataset/images/alex_1664325614_3516583.jpg,-1038.0,-862.0,-954.0,-878.0,-34.0,34.0,-126.0,126.0,0.0
2013,./corner_detector_dataset/images/josea_1664325376_3025322.jpg,-2435.0,-2713.0,-2511.0,-2759.0,61.0,-61.0,263.0,-263.0,0.0
1111,./corner_detector_dataset/images/josea_1664325681_9393346.jpg,-3043.0,-3281.0,-3109.0,-3385.0,85.0,-85.0,257.0,-257.0,0.0
1599,./corner_detector_dataset/images/alex_1664325572_8291256.jpg,-3776.0,-4536.0,-3926.0,-4338.0,-24.0,24.0,586.0,-586.0,0.0
79,./corner_detector_dataset/images/javier_1664326640_1750312.jpg,-5886.0,-7186.0,-1820.0,-7144.0,-2054.0,2054.0,3312.0,-3312.0,1.0
1986,./corner_detector_dataset/images/josea_1664325377_7878404.jpg,-8332.0,-8884.0,-9046.0,-9598.0,714.0,-714.0,552.0,-552.0,0.0
1966,./corner_detector_dataset/images/alex_1664325475_3832564.jpg,-2061.0,-1499.0,-2245.0,-1717.0,201.0,-201.0,-545.0,545.0,0.0
687,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8685863.jpg,-6560.0,-5130.0,-6262.0,-4600.0,-414.0,414.0,-1546.0,1546.0,1.0
166,./corner_detector_dataset/images/josea_1664326119_1570659.jpg,-3132.0,-2642.0,-3116.0,-34.0,-1312.0,1312.0,-1786.0,1786.0,1.0
1630,./corner_detector_dataset/images/javier_1664326643_732667.jpg,-5702.0,-6054.0,-6690.0,-7122.0,1028.0,-1028.0,392.0,-392.0,0.0
229,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_356656.jpg,-5004.0,-6132.0,-1534.0,-6102.0,-1750.0,1750.0,2848.0,-2848.0,1.0
1747,./corner_detector_dataset/images/alex_1664325689_0703108.jpg,-8756.0,-8478.0,-9304.0,-8886.0,478.0,-478.0,-348.0,348.0,0.0
792,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_975708.jpg,-2313.0,-4869.0,-2241.0,-4787.0,-77.0,77.0,2551.0,-2551.0,1.0
2019,./corner_detector_dataset/images/alex_1664325600_410165.jpg,-8427.0,-8009.0,-6551.0,-6839.0,-1523.0,1523.0,-65.0,65.0,0.0
1824,./corner_detector_dataset/images/alex_1664325520_6987212.jpg,-5067.0,-5661.0,-5355.0,-5907.0,267.0,-267.0,573.0,-573.0,0.0
740,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_9238467.jpg,-1463.0,-191.0,-2117.0,-1707.0,1085.0,-1085.0,-841.0,841.0,1.0
100,./corner_detector_dataset/images/javier_1664326750_4174397.jpg,-5418.0,-8134.0,-5848.0,-7468.0,-118.0,118.0,2168.0,-2168.0,1.0
290,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_1_1664464872_4553652.jpg,-1051.0,-1399.0,-1103.0,-1205.0,-71.0,71.0,225.0,-225.0,1.0
1779,./corner_detector_dataset/images/javier_1664326591_9157956.jpg,-10063.0,-10665.0,-9631.0,-10147.0,-475.0,475.0,559.0,-559.0,0.0
444,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_6042924.jpg,-4649.0,-2951.0,-4827.0,-2867.0,47.0,-47.0,-1829.0,1829.0,1.0
878,./corner_detector_dataset/images/josea_1664325631_348445.jpg,-1761.0,-1567.0,-2321.0,-2005.0,499.0,-499.0,-255.0,255.0,0.0
1455,./corner_detector_dataset/images/javier_1664326727_8575428.jpg,-2498.0,-2870.0,-4398.0,-4546.0,1788.0,-1788.0,260.0,-260.0,0.0
1077,./corner_detector_dataset/images/josea_1664325201_515297.jpg,-3341.0,-3669.0,-3489.0,-3715.0,97.0,-97.0,277.0,-277.0,0.0
739,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_9208536.jpg,-465.0,-2765.0,-3391.0,-4013.0,2087.0,-2087.0,1461.0,-1461.0,1.0
391,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_3_1664464872_5521073.jpg,-7375.0,-5785.0,-7219.0,-7219.0,639.0,-639.0,-795.0,795.0,1.0
86,./corner_detector_dataset/images/javier_1664326675_3105128.jpg,-6092.0,-7536.0,-7740.0,-8652.0,1382.0,-1382.0,1178.0,-1178.0,1.0
2118,./corner_detector_dataset/images/josea_1664325246_897811.jpg,-3492.0,-2882.0,-3632.0,-3086.0,172.0,-172.0,-578.0,578.0,0.0
666,./corner_detector_dataset/data_augmentation_images/dataAugmentation1_2_1664464872_8476434.jpg,-619.0,-2259.0,-1667.0,-2281.0,535.0,-535.0,1127.0,-1127.0,1.0
1275,./corner_detector_dataset/images/josea_1664325207_0599258.jpg,-2916.0,-3106.0,-2948.0,-3154.0,40.0,-40.0,198.0,-198.0,0.0
1811,./corner_detector_dataset/images/javier_1664326631_3117547.jpg,-1422.0,-1644.0,-1740.0,-2058.0,366.0,-366.0,270.0,-270.0,0.0
1523,./corner_detector_dataset/images/javier_1664326655_8503623.jpg,-4639.0,-5549.0,-2363.0,-4535.0,-1645.0,1645.0,1541.0,-1541.0,0.0
1961,./corner_detector_dataset/images/alex_1664325719_720523.jpg,-3699.0,-4145.0,-3859.0,-4307.0,161.0,-161.0,447.0,-447.0,0.0
